denkmalnummern,hauptstruktur,periode,gemeinde,gemeinde_wkt,landkreis,regierungsbezirk,bibliographie,befund_e1,befund_e2,befunde_e3,lng_gk,lat_gk,lng_wgs84,lat_wgs84,DenkmalNummer,fender_typ,fender_zeitstellung,Höhe_SRTM1_puffer50m,Neigung_SRTM1_puffer50m,Hangausrichtung_SRTM1_puffer50m,Loess_1zu500k_puffer50m,Wasser_puffer50m,Umfeldanalyse_km2,Viewshed_km2,CorineCode,Reliefenergie,Frosttage_Jahr,Niederschlag_Jahr,Niederschlag_Sommer,Niederschlag_Frühling,Sonnenstunden_Jahr,Sonnenstunden_Frühling,Sonnenstunden_Sommer,Temperatur_Jahr,Temperatur_Sommer,Temperatur_Frühling
D-1-7836-0444,Siedlung,LTC-LTD,Poing,POINT(11.80273 48.16859),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 243, Fender 2017",Einzelgehöft,eingetiefte Struktur,Brunnen | Gebäude (Pfostenbau) | Grab (Siedlungsbestattung) | Grube | Pfostenloch | Rechteckbau | Speicherbau |,4484754,5336367,11.793596591027958000,48.165127904070729000,D-1-7836-0444,Viereckschanze,Spätlatènezeit,"514,83","2,34","188,13","2641,42","2137,71","60,90","14,49",211,10,101,1019,376,245,1727,506,658,"8,6","17,4","8,6"
D-1-7836-0444,Grab,LTC-LTD,Poing,POINT(11.80273 48.16859),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 243, Fender 2017",Einzelgrab,,Siedlungsbestattung,4484754,5336367,11.793596591027958000,48.165127904070729000,D-1-7836-0444,Viereckschanze,Spätlatènezeit,"514,83","2,34","188,13","2641,42","2137,71","60,90","14,49",211,10,101,1019,376,245,1727,506,658,"8,6","17,4","8,6"
D-1-7836-0444,Siedlung,LTC-LTD,Poing,POINT(11.80273 48.16859),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 243, Fender 2017",Siedlungskonzenration (Weiler/Dorf),eingetiefte Struktur,Brunnen | Gebäude (Pfostenbau) | Grab (Siedlungsbestattung) | Grube | Pfostenloch | Rechteckbau | Speicherbau |,4484754,5336367,11.793596591027958000,48.165127904070729000,D-1-7836-0444,Viereckschanze,Spätlatènezeit,"514,83","2,34","188,13","2641,42","2137,71","60,90","14,49",211,10,101,1019,376,245,1727,506,658,"8,6","17,4","8,6"
D-1-7836-0143,Lesefund,LT,Zorneding,POINT(11.81971 48.08246),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 245, Fender 2017",,,,4486846,5329343,11.821937403395774000,48.102005712071055000,D-1-7836-0143,Siedlung,Latènezeit,"554,46","2,50","132,66","4555,64","6090,74","57,03","13,46",211,16,103,1094,402,263,1706,498,646,"8,5","17,2","8,5"
D-1-7837-0016,Grab,HA,Anzinger Forst,POINT(11.8544 48.15817),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 146, Fender 2017",Hügelgräberfeld,Brandbestattung,Tumulus,4495850,5335900,11.942766918139448000,48.161098268820588000,D-1-7837-0016,"Bestattung, Hügelgrab",Hallstattzeit,"545,31","1,97","256,35","1201,51","1036,96","51,85","0,09",312,27,102,1006,372,242,1685,497,634,"8,6","17,3","8,6"
D-1-7837-0017,Grab,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 247, Fender 2017",Hügelgräberfeld,,Tumulus,4495157,5335785,11.933452834779230000,48.160059072723094000,D-1-7837-0017,"Bestattung, Hügelgrab",Hallstattzeit,"541,62","4,95","200,27","1453,16","1600,07","50,97","13,67",312,24,102,997,371,240,1689,498,637,"8,6","17,3","8,6"
D-1-7837-0049,Grab,HA,Ingolstadt,POINT(11.39495 48.75512),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 248, Fender 2017",Hügelgräberfeld,Brandbestattung,Tumulus,4497389,5331210,11.963483799792403000,48.118927765515210000,D-1-7837-0049,"Bestattung, Hügelgrab",Hallstattzeit,"566,85","6,36","258,86","6006,84","1492,51","48,91","0,27",312,18,103,1056,385,253,1679,495,627,"8,4","17,1","8,4"
D-1-7837-0042,Grab,HA,Gdefr. Geb. (Lkr Ebersberg),POINT(11.88592 48.09928),Ebersberg,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 250, Fender 2017",Hügelgräberfeld,,Tumulus,4494763,5329459,11.928235354047601000,48.103163907500218000,D-1-7837-0042,"Bestattung, Hügelgrab",Hallstattzeit,"574,15","2,53","227,77","7324,11","2244,16","46,87","3,07",312,21,103,1049,384,252,1692,498,635,"8,4","17,1","8,4"
D-1-7537-0004,Siedlung,LTD1,Berglern,POINT(11.92102 48.39182),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 253, Irlinger 1996 S. 310, Fender 2017",befestigte Siedlung,Befestigung,Graben (defensiv),4495271,5362795,11.934679230100723000,48.402964319540409000,D-1-7537-0004,Viereckschanze,Spätlatènezeit,"427,67","0,95","242,86","0,00","1234,11","57,69","12,63",211,5,100,840,300,196,1721,516,672,"8,8","17,7","8,9"
D-1-7637-0025,Lesefund,LT,Eitting,POINT(11.87079 48.37829),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 254",,Werkstatt (Metallverarbeitung)	,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7737-0005,Einzelfund,HA,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7737-0005,Einzelfund,LT,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 256",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7637-0051,Siedlung,HA,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 257, BvBl. 21 1956 S. 203, Fender 2017",,eingetiefte Struktur,Grube,4492420,5352778,11.896356118084586000,48.312853357925299000,D-1-7637-0051,Siedlung,Hallstattzeit,"460,15","2,21","205,39","486,68","844,98","58,15","49,26",121,7,102,855,311,202,1714,510,661,"8,7","17,5","8,8"
D-1-7637-0067,Grab,LTC,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 257, Fender 2017",Flachgräberfeld,Körperbestattung,Grab (rechteckig),4493403,5351348,11.909631423450472000,48.300004354984551000,D-1-7637-0067,Bestattung,Mittellatènezeit,"467,15","1,92","188,64","1156,57","233,89","56,18","16,92",112,10,102,877,319,207,1707,508,658,"8,7","17,5","8,7"
D-1-7637-0081,Grab,LTA-LTB,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 259, Fender 2017",Flachgräberfeld,Körperbestattung (mit Sarg),Grab (rechteckig),4492906,5353243,11.902900462253704000,48.317040816356460000,D-1-7637-0081,Bestattung,Mittellatènezeit,"459,62","1,83","204,45","904,77","494,23","58,44","53,44",112,9,102,852,310,200,1718,511,664,"8,7","17,6","8,8"
D-1-7637-0081,Grab,LTC,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 259, Fender 2017",Flachgräberfeld,Körperbestattung (mit Sarg),Grab (rechteckig),4492906,5353243,11.902900462253704000,48.317040816356460000,D-1-7637-0081,Bestattung,Mittellatènezeit,"459,62","1,83","204,45","904,77","494,23","58,44","53,44",112,9,102,852,310,200,1718,511,664,"8,7","17,6","8,8"
"D-1-7637-0085,D-1-7637-0130",Grab,LTA-LTB,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 259, Krämer 1985 S. 105, Fender 2017",Flachgräberfeld,Körperbestattung (mit Sarg),Grab (waffenführend) | Grabform (rechteckig),4494458,5353284,11.923825624831414000,48.317425179426031000,D-1-7637-0085,Bestattung,Mittellatènezeit,"456,58","1,49","146,69","14,67","569,86","57,93","38,78",231,13,102,872,314,206,1713,511,661,"8,7","17,6","8,8"
D-1-7637-0117,Grab,LTB-LTC,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 261, Krämer 1985 S. 107, Fender 2017",Flachgräberfeld,Körperbestattung,Grabform (rechteckig),4494205,5352823,11.920420781618484000,48.313277082311416000,D-1-7637-0117,Bestattung,Mittellatènezeit,"455,77","2,81","108,23","0,00","768,59","56,96","50,04",211,14,101,873,317,206,1710,509,659,"8,7","17,5","8,8"
D-1-7637-0108,Grab,HA,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 260",Hügelgräberfeld,Brandbestattung,eingetiefte Struktur | Tumulus | Kreisgraben,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7637-0346,Lesefund,LTC,Erding,POINT(11.91449 48.30631),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 261, Fender 2017",,,,4493928,5353350,11.916678591108871000,48.318013806408771000,D-1-7637-0346,Siedlung,jüngere Latènezeit,"454,79","1,50","94,49","451,26","325,38","57,94","5,25",211,9,102,862,312,204,1713,511,661,"8,7","17,6","8,8"
D-1-7537-0020,Siedlung,LTD1,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 163, Irlinger 1996 S. 322, Fender 2017",befestigte Siedlung,Befestigung,Graben,4498983,5366849,11.984802216543473000,48.439438856849073000,D-1-7537-0020,Siedlung,Spätlatènezeit,"416,62","1,61","180,42","2587,17","597,89","49,27","49,32",211,11,100,807,288,184,1714,516,675,"8,9","17,8","9,0"
D-1-7537-0024,Siedlung,LTC-LTD,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 264, Fender 2017",,eingetiefte Struktur,Pfostengrube,4499350,5367006,11.989762113740575000,48.440851260663649000,D-1-7537-0024,Siedlung,Spätlatènezeit,"422,54","4,12","301,93","2912,07","540,22","47,83","50,42",211,11,99,805,285,184,1714,516,675,"8,9","17,8","9,0"
D-1-7537-0024,Grab,LTA-LTB,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 264, Krämer 1985 S. 108, Fender 2017",Flachgräberfeld,Körperbestattung,Grabform (rechteckig),4499350,5367006,11.989762113740575000,48.440851260663649000,D-1-7537-0024,Siedlung,Spätlatènezeit,"422,54","4,12","301,93","2912,07","540,22","47,83","50,42",211,11,99,805,285,184,1714,516,675,"8,9","17,8","9,0"
D-1-7537-0053,Siedlung,LTD1,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 264, Irlinger 1996 S. 311, Fender 2017",befestigte Siedlung,Befestigung,Graben,4498377,5365651,11.976616676071282000,48.428664042380902000,D-1-7537-0053,Viereckschanze,Spätlatènezeit,"424,08","1,88","154,95","1246,02","394,01","49,89","64,21",112,7,100,817,293,187,1720,517,675,"8,8","17,7","9,0"
"D-1-7537-0018,D-1-7537-0053",Siedlung,LTD1,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Fender 2017",,,,4498550,5365808,11.978953785766359000,48.430076366274839000,D-1-7537-0018,Siedlung,Latènezeit,"420,58","1,89","264,27","1471,23","619,05","49,39","59,69",211,11,100,817,293,187,1720,517,675,"8,8","17,7","9,0"
D-1-7537-0111,Siedlung,LTD1,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 264, Irlinger 1996 S. 312, Fender 2017",befestigte Siedlung,Befestigung,Graben,4496509,5364234,11.951387188733195000,48.415913330691787000,D-1-7537-0111,Viereckschanze,Spätlatènezeit,"423,83","0,59","267,69","428,69","723,55","55,35","49,82",211,6,100,825,295,190,1717,516,673,"8,8","17,7","9,0"
D-1-7537-0020,Siedlung,LTC-LTD,Langenpreising,POINT(11.96767 48.42625),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 265, Fender 2017",,eingetiefte Struktur,Grube,4498983,5366849,11.984802216543473000,48.439438856849073000,D-1-7537-0020,Siedlung,Spätlatènezeit,"416,62","1,61","180,42","2587,17","597,89","49,27","49,32",211,11,100,807,288,184,1714,516,675,"8,9","17,8","9,0"
D-1-7737-0033,Siedlung,LT,Moosinning,POINT(11.80855 48.27748),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 266, Fender 2017",,,,4487990,5348117,11.836764337011642000,48.270867609667306000,D-1-7737-0033,Siedlung,Latènezeit,"472,08","1,52","150,99","1831,63","152,36","51,99","4,86",231,6,102,871,319,206,1718,510,660,"8,7","17,5","8,7"
D-1-7636-0136,Lesefund,LTC-LTD,Oberding,POINT(11.82398 48.33262),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 267, Fender 2017",,,,4486921,5354437,11.822167395054969000,48.327682501106409000,D-1-7636-0136,Siedlung,Mittellatènezeit,"450,85","2,85","333,33","1331,28","69,94","54,77","21,88",242,9,104,842,307,198,1744,522,673,"8,7","17,5","8,8"
D-1-7636-0136,Lesefund,LTC-LTD,Oberding,POINT(11.82398 48.33262),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 267, Fender 2017",,,,4486921,5354437,11.822167395054969000,48.327682501106409000,D-1-7636-0136,Siedlung,Mittellatènezeit,"450,85","2,85","333,33","1331,28","69,94","54,77","21,88",242,9,104,842,307,198,1744,522,673,"8,7","17,5","8,8"
D-1-7636-0136,Lesefund,LTC-LTD,Oberding,POINT(11.82398 48.33262),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 267, Fender 2017",,,,4486921,5354437,11.822167395054969000,48.327682501106409000,D-1-7636-0136,Siedlung,Mittellatènezeit,"450,85","2,85","333,33","1331,28","69,94","54,77","21,88",242,9,104,842,307,198,1744,522,673,"8,7","17,5","8,8"
D-1-7637-0154,Lesefund,LTD,Oberding,POINT(11.82398 48.33262),Erding,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 267, Fender 2017",,,,4488379,5353266,11.841862149788231000,48.317180267425229000,D-1-7637-0154,Siedlung,Latènezeit,"455,58","0,98","310,64","258,36","179,38","55,44","118,31",211,6,102,831,305,195,1730,516,667,"8,7","17,6","8,8"
D-1-7635-0225,Siedlung,HA,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 272, Donat 2006 S. 114, Fender 2017",,eingetiefte Struktur | Einfriedung,Brunnen | Einfriedung (unbestimmt) | Gebäude (Pfostenbau) | Graben (Grabensystem) | Grube | Palisade | Pfostenloch | Rechteckbau | Rechteckbau (Großbau) | Speicherbau,4472203,5351930,11.623850975091177000,48.304660312926167000,D-1-7635-0225,Siedlung,Hallstattzeit,"467,00","0,41","229,22","2508,41","1547,85","56,91","16,46",112,9,101,873,315,205,1734,515,674,"8,7","17,5","8,7"
D-1-7635-0224,Grab,HA,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 173",Hügelgräberfeld,Körperbestattung,Grab (waffenführend) | Tumulus,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7635-0038,Grab,HA,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 281, Fender 2017",Einzelgrab,,Tumulus,4473251,5352801,11.637922221342633000,48.312538395166307000,D-1-7635-0038,"Bestattung, Hügelgrab",Hallstattzeit,"460,23","1,48","183,07","2488,78","1394,60","56,59","32,08",211,13,101,873,316,204,1732,515,672,"8,7","17,5","8,7"
D-1-7735-0266,Siedlung,LTA-LTB,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 282, Fender 2017",,eingetiefte Struktur,Brunnen | Pfostenloch | Grube | Gebäude (Pfostenbau),4471794,5350971,11.618402031331971000,48.296017984554190000,D-1-7735-0266,Siedlung,Frühlatènezeit,"470,69","2,20","244,47","3293,15","1910,26","57,70","43,62",112,8,101,872,312,206,1732,515,674,"8,7","17,5","8,7"
D-1-7735-0268,Siedlung,HA,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 282, Fender 2017",Siedlungskonzentration (Weiler/Dorf),Werkstatt (Textilproduktion) | eingetiefte Struktur | Einfriedung,Brunnen | Einfriedung (rechteckig) | Gebäude (Pfostenbau) | Graben (Abgrenzung) | Graben (Grabensystem) | Grube (Abfall) | Grube | Rechteckbau | Rechteckbau (Großbau) | Speicherbau | Palisade | Brandhorizont,4471380,5351314,11.612799171343534000,48.299083932503471000,D-1-7735-0268,Siedlung,Latènezeit,"466,55","2,36","292,82","2886,87","1385,22","57,18","11,42",112,8,101,872,312,206,1732,515,674,"8,7","17,5","8,7"
D-1-7735-0268,Grab,HA,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 282, Fender 2017",Gräberfeld,Brandbestattung | eingetiefte Struktur | Einfriedung,Graben | Grube,4471380,5351314,11.612799171343534000,48.299083932503471000,D-1-7735-0268,Siedlung,Latènezeit,"466,55","2,36","292,82","2886,87","1385,22","57,18","11,42",112,8,101,872,312,206,1732,515,674,"8,7","17,5","8,7"
D-1-7735-0268,Siedlung,LT,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 282, Fender 2017",,eingetiefte Struktur | Werkstatt (Eisenweiterverarbeitung ),Brunnen | Grube,4471380,5351314,11.612799171343534000,48.299083932503471000,D-1-7735-0268,Siedlung,Latènezeit,"466,55","2,36","292,82","2886,87","1385,22","57,18","11,42",112,8,101,872,312,206,1732,515,674,"8,7","17,5","8,7"
D-1-7636-0088,Lesefund,LTC-LTD,Marzling,POINT(11.80635 48.40553),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7635-0164,Lesefund,LTD1,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 194, Fender 2017",,,,4471714,5354456,11.617089826669607000,48.327354614829638000,D-1-7635-0164,Siedlung,Mittellatènezeit,"458,60","1,18","220,44","231,38","179,44","48,42","126,15",242,28,102,873,316,205,1730,515,672,"8,6","17,4","8,6"
D-1-7635-0241,Lesefund,HAD,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7635-0241,Lesefund,LTC-LTD,Eching,POINT(11.62657 48.29704),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7635-0077,Siedlung,HA,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 194, Fender 2017",befestigte Siedlung (Herrenhof),eingetiefte Struktur,Graben (Abgrenzung) | Grube | Pfostenloch | Gebäude (Pfostenbau),4474590,5351908,11.656028007720922000,48.304563022360107000,D-1-7635-0077,Herrenhof,Hallstattzeit,"463,67","3,62","244,06","4066,44","2406,52","56,96","29,18",211,9,101,876,319,204,1730,514,671,"8,7","17,5","8,7"
"D-1-7636-0143,D-1-7636-0022",Einzelfund,LTA-LTB,Neufahrn b.Freising,POINT(11.65513 48.3348),Freising,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 297",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-1-7833-0262,Siedlung,LTD1,Eichenau,POINT(11.31523 48.16566),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 299, Irlinger 1996 S. 320, Fender 2017",befestigte Siedlung,Befestigung,Graben,4448362,5335309,11.304523910587790000,48.153696889508410000,D-1-7833-0262,Viereckschanze,Spätlatènezeit,"532,00","0,88","119,00","1664,92","426,38","48,57","43,25",211,24,100,1006,364,243,1712,503,659,"8,5","17,3","8,5"
D-1-7833-0047,Grab,HAC,Fürstenfeldbruck,POINT(11.22948 48.17783),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 300, Fender 2017",Einzelgrab,,Grab (Reitergrab) | Grab (waffenführend) |  Tumulus,4443864,5338217,11.243690787961533000,48.179465831933996000,D-1-7833-0047,"Bestattung, Hügelgrab",Hallstattzeit,"528,85","2,21","163,66","2136,19","420,82","53,65","17,27",112,12,100,970,338,240,1711,503,661,"8,5","17,2","8,5"
D-1-7833-0042,Grab,HA,Fürstenfeldbruck,POINT(11.22948 48.17783),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Fender 2017",Hügelgräberfeld,,Tumulus,4442182,5337249,11.221206803764678000,48.170610218251149000,D-1-7833-0042,"Bestattung, Hügelgrab",Hallstattzeit,"546,25","7,43","36,78","1261,19","1391,57","51,06","13,38",312,22,100,969,334,241,1709,503,661,"8,5","17,2","8,5"
D-1-7834-0019,Lesefund,LTA,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 302, Uenze 2009 S. 6, Fender 2017",,,,4454163,5333763,11.382652458736727000,48.140238856056044000,D-1-7834-0019,Siedlung,Hallstattzeit,"530,69","2,47","230,66","2349,56","1877,78","57,25","30,71",211,15,99,995,359,243,1739,509,666,"8,7","17,5","8,7"
"D-1-7834-0295,D-1-7834-0019",Lesefund,LTC-LTD,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 302-305, Uenze 2009 S. 6-7, Fender 2017",,,,4453707,5334003,11.376499569828477000,48.142364094125483000,D-1-7834-0295,Viereckschanze,Spätlatènezeit,"529,00","0,95","169,22","2304,17","1429,83","57,02","12,58",211,8,99,995,359,243,1739,509,666,"8,7","17,5","8,7"
D-1-7834-0018,Grab,HAD2,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Anzenberger/Bauer/Leitz 1993 S. 86-87, Fender 2017",Gräberfeld,Brandbestattung | eingetiefte Struktur,Tumulus | Kreisgraben,4453789,5334396,11.377558673869089000,48.145904237659344000,D-1-7834-0018,"Bestattung, Hügelgrab",Hallstattzeit,"531,77","3,59","255,67","1916,41","1142,59","56,67","8,64",211,16,99,995,359,243,1739,509,666,"8,7","17,5","8,7"
"D-1-7834-0295,D-1-7834-0019",Grab,LTA-LTB,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Anzenberger/Bauer/Leitz 1993 S. 86-87, Fender 2017",Einzelgrab,,Grab (Nachbestattung),4453707,5334003,11.376499569828477000,48.142364094125483000,D-1-7834-0295,Viereckschanze,Spätlatènezeit,"529,00","0,95","169,22","2304,17","1429,83","57,02","12,58",211,8,99,995,359,243,1739,509,666,"8,7","17,5","8,7"
"D-1-7834-0295,D-1-7834-0019,D-1-7834-0294",Siedlung,LTC-LTD,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 302-305, Uenze 2009 S. 5-7, Berg-Hobohm/Volpert 2002 S. 54-55, Fender 2017",Siedlungskonzentration (offene Großsiedlung),eingetiefte Struktur | Werkstatt (Holzverarbeitung) | Werkstatt (Glasverarbeitung),Brunnen | Gebäude (Pfostenbau) | Pfostenloch,4453707,5334003,11.376499569828477000,48.142364094125483000,D-1-7834-0295,Viereckschanze,Spätlatènezeit,"529,00","0,95","169,22","2304,17","1429,83","57,02","12,58",211,8,99,995,359,243,1739,509,666,"8,7","17,5","8,7"
"D-1-7834-0294,D-1-7834-0295",Siedlung,HA,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Berg-Hobohm/Volpert 2002 S. 54-55, Uenze 2009 S. 5, Fender 2017",befestigte Siedlung (Einzelgehöft),eingetiefte Struktur | Einfriedung,Pfostenloch | Palisade | Graben (rechteckig) | Gebäude (Pfostenbau) | Grube | Brunnen,4454848,5334507,11.391777123484580000,48.146978548939686000,D-1-7834-0294,Siedlung,Hallstattzeit,"529,23","1,75","134,86","1500,07","1271,42","57,10","161,96",211,8,98,991,357,241,1744,511,667,"8,8","17,5","8,7"
D-1-7834-0295,Lesefund,HAD,Germering,POINT(11.36021 48.12895),Fürstenfeldbruck,Oberbayern,"FIS-Daten des BLfD, Schefzik 2001 S. 302, Fender 2017",,,,4453707,5334003,11.376499569828477000,48.142364094125483000,D-1-7834-0295,Viereckschanze,Spätlatènezeit,"529,00","0,95","169,22","2304,17","1429,83","57,02","12,58",211,8,99,995,359,243,1739,509,666,"8,7","17,5","8,7"
