denkmalnummern,hauptstruktur,periode,gemeinde,gemeinde_wkt,landkreis,regierungsbezirk,bibliographie,befund_e1,befund_e2,befunde_e3,lng_gk,lat_gk,lng_wgs84,lat_wgs84,DenkmalNummer,fender_typ,fender_zeitstellung,Höhe_SRTM1_puffer50m,Neigung_SRTM1_puffer50m,Hangausrichtung_SRTM1_puffer50m,Loess_1zu500k_puffer50m,Wasser_puffer50m,Umfeldanalyse_km2,Viewshed_km2,CorineCode,Reliefenergie,Frosttage_Jahr,Niederschlag_Jahr,Niederschlag_Sommer,Niederschlag_Frühling,Sonnenstunden_Jahr,Sonnenstunden_Frühling,Sonnenstunden_Sommer,Temperatur_Jahr,Temperatur_Sommer,Temperatur_Frühling
D-7-7832-0001,Grab,HA,Steindorf,POINT(11.02133 48.213),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4428038,5340210,11.030568929503509000,48.195791036695759000,D-7-7832-0001,"Bestattung, Hügelgrab",Hallstattzeit,"582,00","6,24","121,60","0,00","470,10","49,08","0,47",324,42,104,985,352,244,1693,498,656,"8,4","17,0","8,2"
D-7-8029-0022,Grab,HA,Dirlewang,POINT(10.51315 47.9942),Unterallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4390988,5317410,10.538158427199072000,47.985528550667404000,D-7-8029-0022,"Bestattung, Hügelgrab",Hallstattzeit,"644,54","1,19","181,80","2139,57","0,00","45,35","28,57",242,6,112,1075,385,258,1681,488,642,"8,0","16,6","7,7"
D-7-7128-0012,Siedlung,LT,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387232,5414249,10.461820095128481000,48.855433906818348000,D-7-7128-0012,Siedlung,Latènezeit,"430,77","1,68","293,54","0,00","308,48","52,75","36,76",211,6,97,699,225,167,1570,480,633,"8,7","17,5","8,7"
D-7-7030-0010,Siedlung,LT,Megesheim,POINT(10.66429 48.93789),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4403406,5422384,10.680238546459368000,48.931294181360705000,D-7-7030-0010,Siedlung,Latènezeit,"444,42","9,80","229,93","1017,32","1654,73","47,17","1,45",231,36,98,713,228,173,1609,490,642,"8,6","17,3","8,5"
D-7-7030-0003,Grab,HA,Hainsfarth,POINT(10.64338 48.95993),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4403207,5426682,10.676502108717864000,48.969900767795309000,D-7-7030-0003,"Bestattung, Hügelgrab",Hallstattzeit,"535,54","3,38","120,89","2462,50","1223,39","43,69","20,08",313,39,101,731,233,177,1616,489,641,"8,5","17,1","8,3"
D-7-7029-0219,Siedlung,HA,Ehingen a. Ries,POINT(10.54378 48.9597),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4393683,5424999,10.546900889473045000,48.953207215391615000,D-7-7029-0219,Siedlung,Hallstattzeit,"428,54","5,19","167,62","0,00","425,23","53,82","65,53",211,20,97,735,229,177,1604,487,641,"8,7","17,4","8,6"
D-7-7029-0037,Grab,HA,Ehingen a. Ries,POINT(10.54378 48.9597),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4392935,5423800,10.537006329165109000,48.942300183718302000,D-7-7029-0037,"Bestattung, Hügelgrab",Hallstattzeit,"445,77","3,47","199,00","0,00","987,55","53,89","43,41",211,24,97,728,229,175,1600,487,641,"8,7","17,4","8,6"
D-7-7029-0029,Siedlung,LT,Fremdingen,POINT(10.47408 48.97806),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4391639,5424165,10.519223862631936000,48.945355584098643000,D-7-7029-0029,Siedlung,jüngere Latènezeit,"423,85","1,92","235,67","59,04","1308,08","53,28","4,71",211,8,97,747,230,178,1605,487,643,"8,7","17,5","8,7"
D-7-7229-0337,Siedlung,HA,Mönchsdeggingen,POINT(10.59567 48.76469),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4394880,5405232,10.568315747450237000,48.775718321607975000,D-7-7229-0337,Siedlung,Hallstattzeit,"440,58","3,64","116,63","0,00","331,79","42,73","36,11",211,75,97,703,231,171,1587,485,641,"8,8","17,5","8,8"
D-7-7229-0337,Siedlung,LT,Mönchsdeggingen,POINT(10.59567 48.76469),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4394880,5405232,10.568315747450237000,48.775718321607975000,D-7-7229-0337,Siedlung,Hallstattzeit,"440,58","3,64","116,63","0,00","331,79","42,73","36,11",211,75,97,703,231,171,1587,485,641,"8,8","17,5","8,8"
D-7-7229-0193,Siedlung,HA,Möttingen,POINT(10.58757 48.80966),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4398761,5407080,10.620647931640404000,48.792974827581887000,D-7-7229-0193,Siedlung,Latènezeit,"427,00","3,73","221,01","0,00","853,04","45,70","75,13",211,81,95,695,231,170,1591,487,644,"8,8","17,6","8,9"
D-7-7229-0193,Siedlung,LT,Möttingen,POINT(10.58757 48.80966),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4398761,5407080,10.620647931640404000,48.792974827581887000,D-7-7229-0193,Siedlung,Latènezeit,"427,00","3,73","221,01","0,00","853,04","45,70","75,13",211,81,95,695,231,170,1591,487,644,"8,8","17,6","8,9"
D-7-7229-0360,Siedlung,HA,Hohenaltheim,POINT(10.52209 48.77852),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4392926,5405201,10.541747277471002000,48.775106528445171000,D-7-7229-0360,Siedlung,Hallstattzeit,"497,33","8,88","261,51","350,68","36,56","39,09","68,52",313,49,99,711,230,173,1586,484,638,"8,7","17,4","8,7"
D-7-7129-0003,Siedlung,HA,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4394453,5417778,10.559278682669603000,48.888427478435872000,D-7-7129-0003,Siedlung,Hallstattzeit,"422,92","0,89","290,61","0,00","232,71","59,49","106,81",211,12,96,688,226,165,1582,483,637,"8,8","17,5","8,7"
D-7-7129-0002,Siedlung,HA,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4393612,5418448,10.547640061522422000,48.894306535461041000,D-7-7129-0002,Siedlung,Hallstattzeit,"421,46","1,82","209,88","0,00","190,43","59,11","86,30",211,6,97,684,223,164,1580,483,637,"8,8","17,5","8,7"
D-7-7130-0277,Siedlung,HA,Wemding,POINT(10.70923 48.87785),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4403704,5417457,10.685466552532946000,48.887047969851267000,D-7-7130-0277,Siedlung,Hallstattzeit,"422,42","1,53","272,85","1610,62","1101,68","54,83","140,28",211,7,97,702,227,168,1610,490,646,"8,7","17,5","8,7"
D-7-7129-0340,Siedlung,HA,Möttingen,POINT(10.58757 48.80966),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4395343,5410769,10.573202343244480000,48.825571402853228000,D-7-7129-0340,Siedlung,Hallstattzeit,"420,00","0,87","215,98","0,00","237,50","54,55","114,33",211,12,94,704,232,172,1578,484,639,"8,8","17,6","8,9"
D-7-7029-0318,Siedlung,LT,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4392838,5420455,10.536561413020715000,48.912214564705423000,D-7-7029-0318,Siedlung,Latènezeit,"422,92","1,49","150,66","0,00","587,29","59,03","10,43",211,7,97,704,224,169,1592,485,640,"8,7","17,5","8,7"
D-7-7029-0344,Siedlung,HA,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4394590,5419183,10.560783798622213000,48.901080806420730000,D-7-7029-0344,Siedlung,Hallstattzeit,"418,08","2,09","88,71","504,63","73,63","57,25","64,47",211,9,96,680,224,162,1589,485,640,"8,8","17,5","8,7"
D-7-7631-0545,Siedlung,HA,Friedberg,POINT(11.0035 48.36238),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4424560,5356985,10.980799219836168000,48.346223587310178000,D-7-7631-0545,Siedlung,Hallstattzeit,"513,92","2,71","115,56","446,27","122,06","50,11","43,06",211,35,105,914,323,224,1701,503,668,"8,4","17,0","8,3"
D-7-7129-0449,Siedlung,LT,Alerheim,POINT(10.63682 48.84588),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4401663,5413717,10.658542611005233000,48.853105902721062000,D-7-7129-0449,Siedlung,Latènezeit,"421,00","3,32","187,56","429,20","57,45","52,05","36,74",312,21,96,683,228,164,1601,490,646,"8,8","17,5","8,8"
D-7-7029-0499,Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4400975,5420237,10.647591235743812000,48.911609281571835000,D-7-7029-0499,Siedlung,Latènezeit,"416,08","1,27","215,71","978,76","499,47","56,23","44,94",231,17,96,680,225,165,1600,488,644,"8,8","17,5","8,8"
D-7-7029-0253,Siedlung,HA,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4400594,5419359,10.642608712318722000,48.903655354967725000,D-7-7029-0253,Siedlung,Latènezeit,"412,85","2,27","230,77","972,06","177,35","56,64","26,01",211,7,96,673,225,162,1599,488,644,"8,8","17,6","8,8"
D-7-7029-0253,Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4400594,5419359,10.642608712318722000,48.903655354967725000,D-7-7029-0253,Siedlung,Latènezeit,"412,85","2,27","230,77","972,06","177,35","56,64","26,01",211,7,96,673,225,162,1599,488,644,"8,8","17,6","8,8"
D-7-7726-0069,Siedlung,HA,Bellenberg,POINT(10.09613 48.25845),Neu-Ulm,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7630-0095,Grab,HA,Neusäß,POINT(10.8093 48.39306),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4410505,5361829,10.790195042508962000,48.387940942821416000,D-7-7630-0095,Siedlung,Hallstattzeit,"497,69","3,76","155,27","689,41","582,49","42,93","26,14",242,46,102,847,295,202,1686,500,668,"8,6","17,2","8,5"
D-7-7630-0095,Siedlung,HA,Neusäß,POINT(10.8093 48.39306),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4410505,5361829,10.790195042508962000,48.387940942821416000,D-7-7630-0095,Siedlung,Hallstattzeit,"497,69","3,76","155,27","689,41","582,49","42,93","26,14",242,46,102,847,295,202,1686,500,668,"8,6","17,2","8,5"
D-7-7731-0232,Siedlung,LT,Steindorf,POINT(11.02133 48.213),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4424963,5342565,10.988796184269873000,48.216610859766689000,D-7-7731-0232,Siedlung,Frühlatènezeit,"543,31","1,50","334,68","172,95","618,69","55,47","21,59",211,17,103,947,337,233,1690,499,657,"8,5","17,2","8,4"
D-7-7131-0012,Siedlung,LTD1,Monheim,POINT(10.86301 48.84789),Donau-Ries,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7929-0046,Siedlung,LT,Rammingen,POINT(10.58227 48.0643),Unterallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",befestigte Siedlung,Einfriedung,"Einfriedung, rechteckig",4393109,5326098,10.564396535790708000,48.063997790531317000,D-7-7929-0046,Viereckschanze,Spätlatènezeit,"610,77","4,16","72,82","1470,42","934,50","47,59","17,10",231,30,108,999,362,239,1672,488,647,"8,2","16,8","8,0"
D-7-7731-0210,Siedlung,HA,Königsbrunn,POINT(10.88486 48.26153),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4416200,5348650,10.869692846520122000,48.270226924164760000,D-7-7731-0210,Siedlung,Latènezeit,"522,54","1,29","200,61","94,29","2541,25","58,19","16,80",211,11,103,910,319,221,1684,497,661,"8,5","17,1","8,4"
"D-7-7731-0035,D-7-7731-0209",Siedlung,LT,Königsbrunn,POINT(10.88486 48.26153),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D-7-7731-0035,D-7-7731-0209",Siedlung,LT,Königsbrunn,POINT(10.88486 48.26153),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"D-7-7029-0107,D-7-7029-0407",Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,,,,,4397664,5422028,10.601985600104106000,48.927171181451413000,D-7-7029-0107,Siedlung,Latènezeit,"416,00","1,45","215,98","2312,84","352,08","58,03","35,97",211,9,96,678,220,163,1598,487,643,"8,8","17,6","8,8"
"D-7-7029-0107,D-7-7029-0407",Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,,,,,4397664,5422028,10.601985600104106000,48.927171181451413000,D-7-7029-0107,Siedlung,Latènezeit,"416,00","1,45","215,98","2312,84","352,08","58,03","35,97",211,9,96,678,220,163,1598,487,643,"8,8","17,6","8,8"
D-7-7631-0495,Siedlung,HAC-LTD,Augsburg,POINT(10.88549 48.34554),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7028-0151,Siedlung,HA,Marktoffingen,POINT(10.46719 48.92893),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387478,5421098,10.463286173852849000,48.917043903901678000,D-7-7028-0151,Siedlung,Hallstattzeit,"436,50","1,16","113,33","0,00","544,53","50,57","14,67",211,21,99,767,234,184,1593,484,638,"8,7","17,3","8,6"
D-7-7028-0151,Siedlung,LT,Marktoffingen,POINT(10.46719 48.92893),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387478,5421098,10.463286173852849000,48.917043903901678000,D-7-7028-0151,Siedlung,Hallstattzeit,"436,50","1,16","113,33","0,00","544,53","50,57","14,67",211,21,99,767,234,184,1593,484,638,"8,7","17,3","8,6"
D-7-7028-0149,Siedlung,HA,Marktoffingen,POINT(10.46719 48.92893),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387897,5419816,10.469352888356099000,48.905596076685484000,D-7-7028-0149,Siedlung,Hallstattzeit,"440,58","1,29","142,95","0,00","543,42","53,87","68,68",211,14,98,737,229,177,1579,482,635,"8,7","17,4","8,7"
D-7-7028-0149,Siedlung,LT,Marktoffingen,POINT(10.46719 48.92893),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387897,5419816,10.469352888356099000,48.905596076685484000,D-7-7028-0149,Siedlung,Hallstattzeit,"440,58","1,29","142,95","0,00","543,42","53,87","68,68",211,14,98,737,229,177,1579,482,635,"8,7","17,4","8,7"
D-7-7028-0153,Siedlung,LT,Marktoffingen,POINT(10.46719 48.92893),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4388622,5422014,10.478639140720796000,48.925484595011547000,D-7-7028-0153,Siedlung,Latènezeit,"434,77","1,82","197,18","315,01","184,98","50,85","15,75",211,15,98,759,234,181,1590,483,639,"8,7","17,4","8,6"
D-7-7431-0198,Einzelfund,LT,Westendorf,POINT(10.8401 48.56943),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7130-0208,Einzelfund,LT,Kaisheim,POINT(10.8082 48.77033),Donau-Ries,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7632-0054,Einzelfund,LT,Adelzhausen,POINT(11.12836 48.35651),Aichach-Friedberg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7029-0392,Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4398825,5421682,10.617910446587484000,48.924251658055262000,D-7-7029-0392,Siedlung,Latènezeit,"415,00","1,52","201,25","2903,56","700,43","57,38","39,33",211,9,96,679,223,163,1598,487,643,"8,8","17,6","8,8"
D-7-7029-0391,Siedlung,HA,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4398845,5420942,10.618366735365601000,48.917602684394971000,D-7-7029-0391,Siedlung,Hallstattzeit,"413,67","1,47","284,90","3123,25","631,35","57,88","62,14",211,10,96,679,223,163,1598,487,643,"8,8","17,6","8,8"
D-7-7029-0391,Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4398845,5420942,10.618366735365601000,48.917602684394971000,D-7-7029-0391,Siedlung,Hallstattzeit,"413,67","1,47","284,90","3123,25","631,35","57,88","62,14",211,10,96,679,223,163,1598,487,643,"8,8","17,6","8,8"
D-7-7029-0388,Siedlung,HA,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4399043,5422544,10.620670997161254000,48.932036207913065000,D-7-7029-0388,Siedlung,Hallstattzeit,"413,58","1,71","261,86","2254,45","424,70","55,99","39,40",211,11,96,684,224,163,1599,487,643,"8,8","17,5","8,8"
D-7-7029-0388,Siedlung,LT,Munningen,POINT(10.63128 48.91498),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4399043,5422544,10.620670997161254000,48.932036207913065000,D-7-7029-0388,Siedlung,Hallstattzeit,"413,58","1,71","261,86","2254,45","424,70","55,99","39,40",211,11,96,684,224,163,1599,487,643,"8,8","17,5","8,8"
D-7-7430-0247,Grab,LTB-LTC,Nordendorf,POINT(10.83007 48.59226),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4413002,5383242,10.819443903789312000,48.580812718789382000,D-7-7430-0247,Bestattung,Mittellatènezeit,"470,67","0,83","148,93","710,65","419,15","52,72","9,37",211,57,102,828,280,203,1665,498,665,"8,6","17,3","8,5"
D-7-7129-0497,Siedlung,LT,Alerheim,POINT(10.63682 48.84588),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4397504,5413903,10.601840340006239000,48.854105047705133000,D-7-7129-0497,Siedlung,Latènezeit,"413,00","2,52","262,43","1219,34","1990,52","57,10","116,39",211,9,95,694,231,170,1582,485,640,"8,8","17,6","8,9"
D-7-7129-0075,Siedlung,LTD1,Alerheim,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4395415,5412877,10.573644856057614000,48.844533351102633000,D-7-7129-0075,Siedlung,Hallstattzeit,"414,00","1,76","207,80","0,00","371,62","58,07","58,09",211,8,96,707,237,171,1578,483,637,"8,8","17,5","8,8"
D-7-7731-0244,Siedlung,LT,Kleinaitingen,POINT(10.86095 48.21144),Augsburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4413927,5342544,10.840321185790998000,48.215020898808831000,D-7-7731-0244,Siedlung,Eisenzeit,"540,33","1,11","199,73","550,46","4208,08","61,91","31,96",112,7,102,928,330,227,1679,495,655,"8,5","17,2","8,4"
D-7-7726-0083,Werkplatz,LTD1,Illertissen,POINT(10.11523 48.22758),Neu-Ulm,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4362102,5344111,10.142744269611240000,48.219963073209883000,D-7-7726-0083,Sonstiges,jüngere Latènezeit,"515,69","0,85","101,83","715,62","592,51","55,70","8,73",242,6,100,925,330,222,1652,489,662,"8,6","17,2","8,5"
D-7-7128-0152,Siedlung,LT,Wallerstein,POINT(10.47439 48.89094),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4387516,5417048,10.464919484595004000,48.880645619823255000,D-7-7128-0152,Siedlung,Latènezeit,"435,93","0,81","217,19","0,00","192,79","53,97","61,77",211,11,98,704,226,168,1575,481,634,"8,7","17,4","8,7"
D-7-7029-0387,Siedlung,HA,Hainsfarth,POINT(10.64338 48.95993),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4400218,5424289,10.636275522485038000,48.947913531674800000,D-7-7029-0387,Siedlung,Hallstattzeit,"434,69","3,76","180,50","2367,96","1470,02","50,76","106,39",211,33,101,746,243,180,1611,489,641,"8,5","17,1","8,4"
D-7-7029-0385,Siedlung,LT,Oettingen i. Bay.,POINT(10.57918 48.95699),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4398555,5427202,10.612852658093596000,48.973829261048074000,D-7-7029-0385,Siedlung,Latènezeit,"418,64","2,13","63,49","701,24","200,97","48,13","13,22",211,25,100,723,231,173,1613,490,642,"8,6","17,2","8,5"
D-7-8330-0052,Siedlung,LT,Halblech,POINT(10.84713 47.61119),Ostallgäu,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4408845,5277688,10.785672392922148000,47.631148537014631000,D-7-8330-0052,Siedlung,Latènezeit,"823,71","2,05","152,63","34508,72","956,98","41,66","30,65",231,38,122,1429,559,337,1619,463,596,"7,3","15,7","7,0"
D-7-7531-0198,Siedlung,LT,Affing,POINT(10.9637 48.4491),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4421476,5370095,10.936747741878143000,48.463724876951424000,D-7-7531-0198,Siedlung,jüngere Latènezeit,"481,17","13,05","151,99","246,23","214,46","44,67","8,14",312,75,102,782,280,189,1710,506,678,"8,6","17,3","8,6"
D-7-7129-0490,Siedlung,LT,Möttingen,POINT(10.58757 48.80966),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4394118,5408959,10.556991380764881000,48.809092942312816000,D-7-7129-0490,Siedlung,Latènezeit,"423,50","2,09","104,79","0,00","86,50","52,06","87,73",211,6,96,703,234,171,1578,482,637,"8,8","17,6","8,9"
D-7-7631-0517,Siedlung,HA,Augsburg,POINT(10.88549 48.34554),Augsburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D-7-7129-0487,Siedlung,LT,Harburg (Schwaben),POINT(10.68838 48.78194),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4399903,5409322,10.635639829080896000,48.813314731967452000,D-7-7129-0487,Siedlung,jüngere Latènezeit,"409,64","4,17","137,71","642,79","31,51","46,35","18,61",211,48,96,708,237,172,1596,487,642,"8,7","17,4","8,7"
D-7-7129-0487,Siedlung,LTD1,Harburg (Schwaben),POINT(10.68838 48.78194),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4399903,5409322,10.635639829080896000,48.813314731967452000,D-7-7129-0487,Siedlung,jüngere Latènezeit,"409,64","4,17","137,71","642,79","31,51","46,35","18,61",211,48,96,708,237,172,1596,487,642,"8,7","17,4","8,7"
D-7-7129-0487,Siedlung,HAD-FLT,Harburg (Schwaben),POINT(10.68838 48.78194),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4399903,5409322,10.635639829080896000,48.813314731967452000,D-7-7129-0487,Siedlung,jüngere Latènezeit,"409,64","4,17","137,71","642,79","31,51","46,35","18,61",211,48,96,708,237,172,1596,487,642,"8,7","17,4","8,7"
D-7-7527-0259,Siedlung,HA,Günzburg,POINT(10.28014 48.46625),Günzburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4370232,5370444,10.243991378153034000,48.458380564093865000,D-7-7527-0259,Siedlung,Latènezeit,"466,77","4,42","176,10","1039,65","107,16","49,58","49,15",211,28,98,733,248,179,1622,486,663,"8,8","17,4","8,8"
D-7-7527-0259,Siedlung,LT,Günzburg,POINT(10.28014 48.46625),Günzburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4370232,5370444,10.243991378153034000,48.458380564093865000,D-7-7527-0259,Siedlung,Latènezeit,"466,77","4,42","176,10","1039,65","107,16","49,58","49,15",211,28,98,733,248,179,1622,486,663,"8,8","17,4","8,8"
D-7-7533-0033,Siedlung,LTA,Schiltberg,POINT(11.24421 48.45583),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4444416,5369671,11.246964533244327000,48.462358172194897000,D-7-7533-0033,Siedlung,Frühlatènezeit,"456,54","2,06","214,01","0,00","208,25","39,51","3,45",112,15,102,843,295,199,1686,504,667,"8,6","17,3","8,6"
D-7-7129-0496,Siedlung,LTD1,Alerheim,POINT(10.57175 48.86496),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4397201,5414080,10.597668255982358000,48.855646081334648000,D-7-7129-0496,Siedlung,jüngere Latènezeit,"411,62","1,61","252,05","1262,81","2043,51","57,68","115,47",211,8,95,688,230,165,1578,484,638,"8,8","17,6","8,9"
D-7-7128-0146,Siedlung,HA,Nördlingen,POINT(10.51114 48.8574),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4388427,5410307,10.479171562941259000,48.820214895086991000,D-7-7128-0146,Siedlung,Hallstattzeit,"466,31","1,81","182,24","205,07","1801,91","47,42","43,79",211,20,98,696,234,167,1566,480,632,"8,7","17,4","8,7"
D-7-7528-0124,Siedlung,HAC,Dürrlauingen,POINT(10.42743 48.46719),Günzburg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4384111,5371328,10.431322989783924000,48.469036133807045000,D-7-7528-0124,Siedlung,Hallstattzeit,"505,50","1,94","227,17","0,00","1636,36","51,23","23,53",112,8,102,869,295,214,1633,488,658,"8,5","17,2","8,5"
D-7-7431-0179,Siedlung,LTA,Todtenweis,POINT(10.90335 48.51873),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4420734,5376490,10.925502619374218000,48.521130680826772000,D-7-7431-0179,Siedlung,Frühlatènezeit,"466,85","8,37","149,22","1859,18","259,96","43,96","114,11",242,47,100,774,269,187,1682,503,671,"8,7","17,5","8,7"
D-7-7431-0179,Siedlung,HAD,Todtenweis,POINT(10.90335 48.51873),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4420734,5376490,10.925502619374218000,48.521130680826772000,D-7-7431-0179,Siedlung,Frühlatènezeit,"466,85","8,37","149,22","1859,18","259,96","43,96","114,11",242,47,100,774,269,187,1682,503,671,"8,7","17,5","8,7"
D-7-7028-0182,Siedlung,HA,Fremdingen,POINT(10.47408 48.97806),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4389559,5427789,10.489855446888768000,48.977563712347703000,D-7-7028-0182,Siedlung,Hallstattzeit,"475,25","1,81","306,90","1954,49","1782,25","48,22","3,70",211,20,102,836,250,200,1613,486,643,"8,5","17,1","8,4"
D-7-7129-0487,Siedlung,LT,Harburg (Schwaben),POINT(10.68838 48.78194),Donau-Ries,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4399903,5409322,10.635639829080896000,48.813314731967452000,D-7-7129-0487,Siedlung,jüngere Latènezeit,"409,64","4,17","137,71","642,79","31,51","46,35","18,61",211,48,96,708,237,172,1596,487,642,"8,7","17,4","8,7"
D-7-7533-0033,Siedlung,LTA,Schiltberg,POINT(11.24421 48.45583),Aichach-Friedberg,Schwaben,"FIS-Daten des BLfD, Fender 2017",,,,4444416,5369671,11.246964533244327000,48.462358172194897000,D-7-7533-0033,Siedlung,Frühlatènezeit,"456,54","2,06","214,01","0,00","208,25","39,51","3,45",112,15,102,843,295,199,1686,504,667,"8,6","17,3","8,6"
D-7-7527-0068,Einzelfund,HA,Kötz,POINT(10.28586 48.40688),Günzburg,Schwaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
